Campaign_ID,Platform,Ad_Spend,Impressions,Clicks,Conversions,Revenue,Region,Age_Group,Start_Date,End_Date,Campaign_Type,Targeted_Location,CTR,Conversion_Rate,ROI,Content Production (45%),Distribution (35%),Analytics (20%)
680,Instagram,15636,260829,48824,922,12165,North America,35-44,1/16/23,2/1/23,Conversion,New York,18.72%,2%,-22%,6333.013657,6360.151328,2942.835015
681,TikTok,5112,788505,14427,229,84067,Europe,18-24,6/11/23,7/7/23,Awareness,Madrid,1.83%,2%,1545%,1854.89018,2745.071039,512.0387812
682,LinkedIn,3587,336631,49935,292,47415,Asia,45-54,7/16/23,7/23/23,Conversion,Mumbai,14.83%,1%,1222%,1232.760875,1092.434863,1261.804262
683,Instagram,4135,754605,29204,470,88925,North America,18-24,6/20/23,7/8/23,Lead Generation,Toronto,3.87%,2%,2051%,1593.978381,1681.549569,859.4720496
684,TikTok,17811,791053,30187,1629,43711,North America,35-44,12/28/23,1/7/24,Awareness,Los Angeles,3.82%,5%,145%,3753.034991,6995.953817,7062.011192
685,LinkedIn,19974,505949,48579,1201,77069,Europe,18-24,9/15/23,9/20/23,Lead Generation,Madrid,9.60%,2%,286%,6790.770349,6672.331894,6510.897758
686,Instagram,11230,422573,30432,1907,87480,Asia,55+,1/3/23,1/6/23,Conversion,Tokyo,7.20%,6%,679%,4555.328172,5353.012294,1321.659534
687,Instagram,15644,258761,9361,650,95125,South America,35-44,7/30/23,8/7/23,Conversion,Bogotá,3.62%,7%,508%,6271.672737,7782.714828,1589.612436
688,Twitter,13070,525460,28670,1629,47759,South America,45-54,5/5/23,6/3/23,Lead Generation,Buenos Aires,5.46%,6%,265%,5274.140614,7566.14543,229.7139554
689,Facebook,19191,291087,14429,1782,3738,North America,45-54,5/27/23,6/17/23,Awareness,Toronto,4.96%,12%,-81%,5601.721803,6763.139211,6826.138986
690,TikTok,15242,733269,5075,1194,9225,Asia,25-34,3/26/23,4/6/23,Lead Generation,Tokyo,0.69%,24%,-39%,5972.03824,6445.191805,2824.769955
691,TikTok,14733,468599,40309,1672,75614,Europe,45-54,1/13/23,2/12/23,Awareness,Madrid,8.60%,4%,413%,4552.155677,5780.447166,4400.397157
692,LinkedIn,1842,972384,44639,1515,16428,North America,55+,1/31/23,2/13/23,Conversion,Los Angeles,4.59%,3%,792%,652.6627635,630.8696085,558.467628
693,Facebook,19849,748814,3945,1111,15128,North America,55+,6/17/23,7/11/23,Awareness,Chicago,0.53%,28%,-24%,8038.584168,10594.20544,1216.210389
694,LinkedIn,17201,177597,27144,546,67927,Africa,25-34,3/23/23,4/9/23,Awareness,Cairo,15.28%,2%,295%,6330.876528,10300.17081,569.9526581
695,LinkedIn,18145,219626,49760,730,10376,Europe,55+,3/14/23,3/26/23,Lead Generation,Madrid,22.66%,1%,-43%,6897.534135,6781.276996,4466.188869
696,Twitter,5049,497563,11743,1408,61590,South America,18-24,5/12/23,6/4/23,Conversion,Lima,2.36%,12%,1120%,1257.872808,2213.17814,1577.949052
697,Facebook,2168,877435,17865,854,63184,North America,25-34,8/8/23,8/27/23,Lead Generation,Toronto,2.04%,5%,2814%,714.5744149,1172.92324,280.5023453
698,LinkedIn,19714,385152,36448,397,25191,Europe,18-24,10/25/23,11/17/23,Awareness,Paris,9.46%,1%,28%,5469.61632,8379.792793,5864.590887
699,Instagram,18348,902890,40095,1584,9904,Africa,35-44,1/25/23,2/2/23,Conversion,Lagos,4.44%,4%,-46%,7553.230798,5674.948556,5119.820646
700,Twitter,16940,504678,658,1829,71257,South America,25-34,1/16/23,1/27/23,Conversion,São Paulo,0.13%,278%,321%,5842.526695,9950.367228,1147.106077
701,Facebook,11553,477415,41593,753,76492,South America,55+,4/6/23,4/19/23,Awareness,Buenos Aires,8.71%,2%,562%,5694.801949,3568.871892,2289.326158
702,Instagram,13592,609992,7254,32,22066,Europe,35-44,4/8/23,5/7/23,Awareness,London,1.19%,0%,62%,4085.223885,6944.822862,2561.953254
703,TikTok,7328,379008,16155,1415,84916,Europe,55+,7/30/23,8/16/23,Lead Generation,London,4.26%,9%,1059%,3169.748268,4250.022255,-91.77052244
704,Instagram,19994,81573,37012,665,37516,Asia,45-54,8/26/23,9/15/23,Awareness,Mumbai,45.37%,2%,88%,8781.023289,10030.87735,1182.099366
705,TikTok,1041,486836,24015,740,71210,South America,25-34,5/20/23,6/8/23,Lead Generation,Bogotá,4.93%,3%,6741%,290.2764546,326.3530449,424.3705006
706,LinkedIn,17138,526742,19137,1301,57939,Africa,25-34,5/11/23,6/8/23,Lead Generation,Lagos,3.63%,7%,238%,4585.982674,5761.259366,6790.75796
707,TikTok,2580,148844,3239,817,51008,Africa,18-24,9/26/23,10/4/23,Lead Generation,Cape Town,2.18%,25%,1877%,1083.10369,1280.645576,216.2507347
708,Instagram,4806,508686,3587,772,32705,South America,45-54,1/25/23,2/12/23,Conversion,Buenos Aires,0.71%,22%,581%,1201.279124,1989.428183,1615.292693
709,Facebook,4728,681242,10381,607,64612,Asia,35-44,1/20/23,1/29/23,Awareness,Shanghai,1.52%,6%,1267%,2065.432559,1453.7768,1208.790641
710,LinkedIn,15651,519668,15053,289,22861,Asia,25-34,1/1/23,1/12/23,Lead Generation,Tokyo,2.90%,2%,46%,3583.588186,7076.525281,4990.886533
711,TikTok,17204,503827,9531,980,72131,South America,18-24,12/17/23,1/15/24,Awareness,São Paulo,1.89%,10%,319%,5199.983359,6309.325445,5694.691196
712,Facebook,12639,240216,39088,616,58912,North America,35-44,3/30/23,4/10/23,Lead Generation,Toronto,16.27%,2%,366%,4324.482407,7451.092567,863.4250258
713,TikTok,10879,239306,36280,1556,18903,Africa,55+,10/31/23,11/5/23,Conversion,Lagos,15.16%,4%,74%,2441.162744,6032.279547,2405.557709
714,Twitter,17562,114785,40657,143,6110,Europe,25-34,1/29/23,2/19/23,Awareness,Madrid,35.42%,0%,-65%,4498.540462,9384.33266,3679.126878
715,Facebook,7483,239363,27191,1966,88537,South America,35-44,5/21/23,6/14/23,Conversion,São Paulo,11.36%,7%,1083%,2023.945701,3695.734195,1763.320104
716,Twitter,3305,978699,46806,1691,27086,North America,45-54,7/23/23,7/25/23,Conversion,New York,4.78%,4%,720%,832.3363961,1794.946488,677.7171164
717,LinkedIn,5320,827425,19614,863,91170,South America,25-34,8/2/23,8/17/23,Lead Generation,São Paulo,2.37%,4%,1614%,2512.762087,2680.526763,126.7111492
718,Instagram,18096,177977,12154,699,74764,North America,55+,10/6/23,10/20/23,Lead Generation,Chicago,6.83%,6%,313%,5838.312549,7845.84081,4411.846641
719,Facebook,9023,831865,34229,460,36046,Asia,18-24,11/5/23,11/12/23,Conversion,Tokyo,4.11%,1%,299%,4373.013117,3284.179806,1365.807077
720,LinkedIn,2103,431470,5477,1265,54610,Africa,18-24,1/2/23,1/17/23,Conversion,Nairobi,1.27%,23%,2497%,572.7452233,686.6234919,843.6312848
721,TikTok,9069,905999,11698,102,51789,South America,55+,3/2/23,3/13/23,Awareness,Lima,1.29%,1%,471%,2530.531652,4310.41207,2228.056278
722,LinkedIn,19043,673730,1618,198,46492,South America,55+,1/3/23,1/31/23,Lead Generation,Bogotá,0.24%,12%,144%,4963.470749,9575.013008,4504.516243
723,Instagram,970,280511,24058,1405,4363,Africa,25-34,9/28/23,10/11/23,Awareness,Lagos,8.58%,6%,350%,394.1637759,553.7681496,22.06807448
724,Instagram,3804,159996,22743,1196,31671,North America,35-44,9/12/23,9/22/23,Conversion,Chicago,14.21%,5%,733%,1160.676462,1856.284009,787.0395293
725,LinkedIn,13269,577516,37245,1268,32432,Europe,18-24,5/13/23,6/9/23,Conversion,London,6.45%,3%,144%,3447.792608,5922.853227,3898.354165
726,TikTok,19206,240385,21973,573,60602,North America,45-54,5/26/23,6/9/23,Lead Generation,Toronto,9.14%,3%,216%,4573.114299,6712.597772,7920.287928
727,Instagram,13444,802554,14887,1621,42388,Africa,45-54,1/28/23,2/6/23,Conversion,Nairobi,1.85%,11%,215%,6684.490801,4948.372019,1811.13718
728,Twitter,6555,341381,30555,1009,47253,Asia,55+,3/27/23,4/20/23,Lead Generation,Shanghai,8.95%,3%,621%,1746.5122,2615.203071,2193.284729
729,Instagram,16601,591525,13433,80,96394,North America,18-24,3/23/23,4/7/23,Awareness,Los Angeles,2.27%,1%,481%,6574.25788,7964.812227,2061.929892
730,Twitter,16966,438215,17152,725,72354,North America,35-44,11/8/23,12/1/23,Conversion,Chicago,3.91%,4%,326%,8316.394133,9616.378087,-966.7722192
731,TikTok,596,122720,9183,196,20901,Africa,25-34,12/18/23,12/22/23,Lead Generation,Cape Town,7.48%,2%,3407%,276.6346071,228.5076484,90.85774442
732,Instagram,12221,178032,14987,825,88678,Europe,35-44,5/24/23,6/6/23,Awareness,London,8.42%,6%,626%,5941.154485,4195.800684,2084.044831
733,Instagram,4722,80444,40525,516,8262,Africa,55+,7/5/23,8/2/23,Awareness,Cape Town,50.38%,1%,75%,1981.026536,2397.007626,343.9658383
734,Twitter,9967,330498,15181,478,29275,Asia,18-24,10/6/23,10/14/23,Awareness,Tokyo,4.59%,3%,194%,4408.364332,4817.508483,741.1271851
735,Instagram,18246,331279,546,735,9276,South America,18-24,8/8/23,8/10/23,Awareness,Buenos Aires,0.16%,135%,-49%,5669.649808,5659.346294,6917.003899
736,Twitter,15861,295642,10350,1125,71975,South America,55+,1/17/23,2/9/23,Lead Generation,Lima,3.50%,11%,354%,5944.360131,7424.076467,2492.563402
737,Facebook,16016,488836,16905,794,27262,Europe,55+,7/11/23,7/28/23,Conversion,Paris,3.46%,5%,70%,4524.815793,9039.984088,2451.200118
738,Twitter,1600,564520,9876,805,73636,South America,35-44,4/29/23,5/13/23,Awareness,Buenos Aires,1.75%,8%,4502%,736.9730427,852.4731681,10.55378921
739,TikTok,11664,383816,11915,680,70253,North America,55+,10/25/23,11/5/23,Conversion,New York,3.10%,6%,502%,3310.461411,4749.884946,3603.653643
740,Facebook,16781,654795,49480,964,59449,North America,55+,2/4/23,2/26/23,Conversion,Los Angeles,7.56%,2%,254%,5676.485382,6005.16741,5099.347208
741,Facebook,7933,855090,36189,742,50050,Europe,35-44,6/9/23,7/7/23,Awareness,Berlin,4.23%,2%,531%,3092.455477,2929.242894,1911.301628
742,TikTok,3785,261023,31407,871,99687,Europe,25-34,5/11/23,5/14/23,Awareness,Paris,12.03%,3%,2534%,1399.911895,1433.922737,951.1653678
743,TikTok,6265,389294,16882,429,61708,Asia,18-24,12/24/23,1/1/24,Conversion,Tokyo,4.34%,3%,885%,1871.022352,2356.343798,2037.63385
744,TikTok,17480,432214,18428,916,29679,North America,18-24,6/24/23,7/23/23,Lead Generation,New York,4.26%,5%,70%,5309.35461,8357.745593,3812.899797
745,Instagram,17321,61903,30859,1172,52844,Africa,35-44,11/27/23,12/3/23,Conversion,Nairobi,49.85%,4%,205%,8082.124584,10139.64649,-900.7710715
746,Twitter,2616,147743,25138,1197,13986,Asia,45-54,4/7/23,4/18/23,Conversion,Tokyo,17.01%,5%,435%,1213.776997,934.0091421,468.2138613
747,Instagram,2948,791086,46681,844,69255,South America,35-44,1/16/23,2/13/23,Awareness,Lima,5.90%,2%,2249%,1435.026653,1552.684911,-39.71156458
748,Twitter,18882,327014,30285,242,81174,Asia,25-34,8/12/23,8/19/23,Awareness,Shanghai,9.26%,1%,330%,8679.54014,9897.872928,304.5869316
749,Instagram,10807,236996,27557,519,81856,South America,55+,1/6/23,1/20/23,Conversion,São Paulo,11.63%,2%,657%,4357.981534,5579.054091,869.9643752
750,Twitter,8575,456055,39067,1204,37638,South America,45-54,6/26/23,7/21/23,Awareness,São Paulo,8.57%,3%,339%,3509.6341,3276.055296,1789.310604
751,Twitter,1272,526125,15306,1556,34234,Europe,35-44,4/21/23,5/4/23,Lead Generation,Madrid,2.91%,10%,2591%,630.5299064,583.8847005,57.58539315
752,Facebook,18263,215996,39060,1711,67398,Africa,55+,1/18/23,1/19/23,Lead Generation,Cairo,18.08%,4%,269%,8814.979622,9430.738501,17.28187731
753,Instagram,9120,699461,1586,1459,20637,North America,55+,4/16/23,5/16/23,Conversion,Los Angeles,0.23%,92%,126%,2301.137408,5358.639331,1460.223261
754,Facebook,4138,120869,31908,407,38647,Europe,55+,4/15/23,4/25/23,Conversion,Madrid,26.40%,1%,834%,1224.248581,1673.432165,1240.319255
755,Twitter,10265,130565,21101,1839,54181,North America,55+,9/9/23,9/23/23,Conversion,Toronto,16.16%,9%,428%,4710.687657,4156.974402,1397.337941
756,Facebook,14155,457188,31131,792,4860,Europe,35-44,10/16/23,11/11/23,Conversion,Paris,6.81%,3%,-66%,5084.192897,8452.979551,617.8275526
757,LinkedIn,19947,42346,5503,1360,70186,Africa,18-24,5/7/23,5/14/23,Lead Generation,Nairobi,13.00%,25%,252%,9391.731643,6940.468998,3614.799359
758,TikTok,2892,468499,41223,1806,22103,South America,25-34,9/9/23,9/30/23,Conversion,Buenos Aires,8.80%,4%,664%,1300.469159,1068.440362,523.0904793
759,TikTok,17243,391902,48716,1548,56615,Africa,18-24,10/18/23,10/27/23,Conversion,Lagos,12.43%,3%,228%,4157.465752,9438.417339,3647.116909
760,Instagram,6542,32736,17525,1245,47423,South America,55+,6/16/23,6/23/23,Lead Generation,Buenos Aires,53.53%,7%,625%,2926.393408,2149.632524,1465.974067
761,Instagram,17277,78040,13751,1599,82654,Europe,45-54,7/3/23,7/15/23,Awareness,Berlin,17.62%,12%,378%,8535.914949,5522.838825,3218.246226
762,Twitter,16137,693664,8506,506,70556,Asia,55+,3/1/23,3/10/23,Conversion,Seoul,1.23%,6%,337%,7984.170909,8324.545595,-171.7165037
763,LinkedIn,1493,411744,7801,1453,21466,Africa,55+,10/14/23,10/30/23,Awareness,Lagos,1.89%,19%,1338%,450.4026484,796.4418484,246.1555031
764,Instagram,10707,755908,9628,279,86875,South America,35-44,12/25/23,1/21/24,Awareness,Buenos Aires,1.27%,3%,711%,2391.002648,3970.743607,4345.253745
765,Facebook,614,692313,20524,273,77207,Asia,25-34,2/25/23,3/19/23,Lead Generation,Mumbai,2.96%,1%,12474%,163.7885101,282.3897807,167.8217092
766,Instagram,3940,29593,10357,1176,32376,South America,25-34,7/16/23,7/17/23,Lead Generation,Buenos Aires,35.00%,11%,722%,1584.112239,1544.820375,811.0673859
767,Twitter,18549,670042,3138,1627,99506,Asia,35-44,5/16/23,5/31/23,Lead Generation,Seoul,0.47%,52%,436%,3738.451416,6620.832021,8189.716563
768,Facebook,2449,583618,12555,1546,77338,South America,55+,7/8/23,7/23/23,Awareness,Buenos Aires,2.15%,12%,3058%,575.0667873,1383.325309,490.6079035
769,Instagram,19803,89853,22274,1785,97393,Africa,55+,3/13/23,4/1/23,Lead Generation,Lagos,24.79%,8%,392%,9493.789648,6686.422222,3622.788131
770,LinkedIn,18187,937069,18463,632,3443,North America,18-24,9/10/23,9/29/23,Lead Generation,Chicago,1.97%,3%,-81%,7675.813375,9223.718471,1287.468153
771,Instagram,7700,338750,10819,1227,65332,Asia,55+,6/22/23,6/26/23,Conversion,Mumbai,3.19%,11%,748%,3708.618018,3440.388028,550.9939541
772,Twitter,1183,521302,30430,226,97312,Europe,45-54,12/9/23,12/20/23,Awareness,Berlin,5.84%,1%,8126%,463.4602013,432.6919646,286.8478341
773,Instagram,18822,611055,45844,1178,52611,North America,18-24,6/5/23,6/19/23,Conversion,Chicago,7.50%,3%,180%,6409.64403,9707.281037,2705.074933
774,Facebook,4860,438230,46692,340,46886,South America,45-54,12/24/23,1/17/24,Lead Generation,Buenos Aires,10.65%,1%,865%,1949.069948,2319.148252,591.7818003
775,Facebook,14887,294167,35006,1898,53148,South America,55+,4/14/23,5/4/23,Conversion,São Paulo,11.90%,5%,257%,6335.404804,6000.900676,2550.69452
776,TikTok,14264,255875,12146,765,41000,South America,35-44,12/2/23,12/15/23,Lead Generation,Bogotá,4.75%,6%,187%,3344.256836,8112.645181,2807.097983
777,TikTok,7664,722971,44640,733,57793,North America,45-54,12/12/23,1/9/24,Lead Generation,New York,6.17%,2%,654%,3269.954169,4155.462415,238.5834154
778,Twitter,4287,972944,43532,1979,50204,Europe,25-34,11/26/23,12/8/23,Lead Generation,Madrid,4.47%,5%,1071%,1086.799611,1623.184373,1577.016015
779,LinkedIn,9958,719474,3966,244,78606,Europe,35-44,11/24/23,12/11/23,Lead Generation,Madrid,0.55%,6%,689%,3995.141889,5053.649607,909.2085032
780,TikTok,14822,887977,15377,1470,75451,Europe,45-54,12/16/23,1/2/24,Awareness,London,1.73%,10%,409%,6034.680503,7398.221879,1389.097619
781,Twitter,11067,201240,25892,1453,26537,Europe,25-34,5/28/23,6/25/23,Lead Generation,Madrid,12.87%,6%,140%,2255.248751,5264.891764,3546.859485
782,Facebook,1832,270198,2152,940,83621,South America,18-24,12/25/23,1/3/24,Lead Generation,Buenos Aires,0.80%,44%,4464%,677.4816816,791.4362783,363.08204
783,TikTok,4718,635484,44119,836,37732,South America,18-24,3/14/23,3/24/23,Conversion,Bogotá,6.94%,2%,700%,2030.998698,1652.099845,1034.901457
784,Twitter,795,542922,1919,699,73710,Asia,25-34,12/11/23,12/16/23,Conversion,Seoul,0.35%,36%,9172%,160.7564867,368.9963421,265.2471712
785,Instagram,16668,21720,32875,1865,82253,Africa,18-24,6/7/23,6/23/23,Lead Generation,Lagos,151.36%,6%,393%,3691.285108,6295.754403,6680.960489
786,TikTok,15098,555775,12249,1231,82007,South America,45-54,10/23/23,11/1/23,Lead Generation,Buenos Aires,2.20%,10%,443%,4816.534463,8164.216078,2117.24946
787,TikTok,5639,667965,8761,1160,303,Europe,25-34,10/2/23,10/30/23,Lead Generation,Madrid,1.31%,13%,-95%,2513.936032,2970.304501,154.759467
788,LinkedIn,4915,805641,26632,681,42409,Asia,55+,5/30/23,6/26/23,Awareness,Mumbai,3.31%,3%,763%,1295.363947,2250.355333,1369.28072
789,Facebook,8109,781145,24704,946,83584,South America,18-24,8/12/23,9/8/23,Lead Generation,São Paulo,3.16%,4%,931%,2846.31516,2503.730776,2758.954064
790,Twitter,18721,415588,21050,1636,2312,Africa,18-24,3/18/23,4/14/23,Lead Generation,Lagos,5.07%,8%,-88%,9231.673003,10939.81006,-1450.483067
791,Facebook,15865,776354,25209,72,16904,Africa,18-24,3/30/23,4/29/23,Conversion,Cape Town,3.25%,0%,7%,5239.989661,9446.920588,1178.089751
792,Facebook,18210,94624,32009,1672,93733,South America,35-44,6/12/23,6/24/23,Conversion,São Paulo,33.83%,5%,415%,6957.389248,8270.223922,2982.38683
793,LinkedIn,12070,290141,4861,1061,23387,South America,25-34,2/19/23,3/20/23,Conversion,Lima,1.68%,22%,94%,2700.938981,7045.716024,2323.344996
794,Instagram,9353,772968,37240,836,36669,Europe,25-34,3/23/23,4/5/23,Conversion,Paris,4.82%,2%,292%,2305.730455,3193.550736,3853.718809
795,LinkedIn,11099,997570,19198,1407,68781,Europe,45-54,7/17/23,8/5/23,Awareness,Paris,1.92%,7%,520%,4461.244982,3372.862846,3264.892172
796,Twitter,2533,415164,25744,1551,92423,South America,55+,10/29/23,11/3/23,Awareness,Buenos Aires,6.20%,6%,3549%,608.4125598,1015.473881,909.1135587
797,TikTok,13417,93403,44741,1280,66348,Asia,55+,6/3/23,6/7/23,Lead Generation,Seoul,47.90%,3%,395%,6069.520562,4829.357767,2518.121671
798,Facebook,19377,976950,25197,830,94189,Asia,55+,2/22/23,3/14/23,Lead Generation,Shanghai,2.58%,3%,386%,8457.509695,9256.058427,1663.431878
799,Instagram,15329,296154,21357,290,30472,North America,45-54,6/19/23,7/17/23,Lead Generation,Toronto,7.21%,1%,99%,7266.472649,7262.619374,799.907977
800,LinkedIn,8899,256219,28724,42,76956,Asia,18-24,1/25/23,2/5/23,Lead Generation,Seoul,11.21%,0%,765%,2802.433896,2891.437456,3205.128648
801,LinkedIn,5241,801439,13310,769,55214,South America,18-24,3/2/23,3/8/23,Conversion,Buenos Aires,1.66%,6%,954%,2489.315566,2024.736891,726.9475433
802,Twitter,11374,765801,42765,621,16713,Europe,45-54,12/26/23,1/13/24,Lead Generation,Paris,5.58%,1%,47%,5265.532185,4126.157232,1982.310583
803,LinkedIn,15306,776486,14674,1212,96283,Europe,55+,7/14/23,7/21/23,Lead Generation,London,1.89%,8%,529%,5127.174783,8393.58966,1785.235557
804,Twitter,13428,452463,15574,1633,94326,North America,45-54,9/19/23,10/15/23,Conversion,Toronto,3.44%,10%,602%,3112.053488,7406.560595,2909.385917
805,Instagram,6769,396876,20813,839,29553,North America,55+,6/2/23,6/14/23,Conversion,Chicago,5.24%,4%,337%,1544.981129,2506.776783,2717.242088
806,TikTok,12392,780545,18022,1721,21794,Asia,18-24,8/13/23,8/14/23,Awareness,Mumbai,2.31%,10%,76%,5118.784034,4807.967793,2465.248173
807,TikTok,2723,308705,12134,1400,61525,North America,45-54,11/18/23,12/10/23,Awareness,Toronto,3.93%,12%,2159%,1224.285243,1152.900079,345.8146783
808,TikTok,10078,487990,41685,276,24964,Africa,25-34,9/25/23,10/11/23,Conversion,Cape Town,8.54%,1%,148%,4908.709039,4202.845687,966.4452732
809,Twitter,4249,565282,21982,1689,73161,Asia,55+,4/30/23,5/13/23,Conversion,Seoul,3.89%,8%,1622%,1260.443173,1885.022586,1103.534241
810,Twitter,12628,159348,25326,1452,19017,Asia,25-34,2/7/23,2/23/23,Awareness,Seoul,15.89%,6%,51%,4211.835259,4201.007741,4215.157
811,LinkedIn,3545,275675,36146,137,11255,South America,18-24,7/28/23,8/15/23,Conversion,São Paulo,13.11%,0%,217%,1091.135217,1775.198568,678.6662143
812,LinkedIn,15446,421977,36548,1308,88216,Africa,35-44,1/8/23,2/7/23,Lead Generation,Nairobi,8.66%,4%,471%,4683.236195,8933.913317,1828.850488
813,Facebook,5772,344857,12454,345,58711,South America,45-54,9/19/23,10/8/23,Lead Generation,Bogotá,3.61%,3%,917%,1484.221107,3375.751072,912.0278211
814,Twitter,15992,941642,48282,780,53811,Africa,25-34,5/10/23,5/21/23,Awareness,Nairobi,5.13%,2%,236%,6286.707261,5900.395991,3804.896748
815,Twitter,4002,663614,7882,1497,56622,Asia,25-34,6/4/23,6/11/23,Conversion,Shanghai,1.19%,19%,1315%,941.1479772,2033.390941,1027.461082
816,Facebook,9087,264799,11520,867,70926,North America,18-24,2/23/23,3/12/23,Lead Generation,Los Angeles,4.35%,8%,681%,3305.315184,3294.006896,2487.677919
817,Twitter,10737,158431,48873,542,62955,Asia,25-34,5/20/23,6/8/23,Conversion,Tokyo,30.85%,1%,486%,3250.889274,4979.597285,2506.513441
818,LinkedIn,5044,56725,28044,1935,6099,Europe,35-44,12/22/23,12/27/23,Awareness,Madrid,49.44%,7%,21%,1860.687516,2881.281038,302.0314463
819,LinkedIn,14654,280187,44149,211,16106,South America,45-54,10/26/23,11/21/23,Conversion,São Paulo,15.76%,0%,10%,4559.34408,5678.170476,4416.485444
820,LinkedIn,16454,441060,37664,915,59257,North America,55+,11/1/23,11/12/23,Conversion,Los Angeles,8.54%,2%,260%,5478.088005,5540.701883,5435.210112
821,Twitter,15368,425937,14146,520,99647,Africa,25-34,1/19/23,1/31/23,Lead Generation,Cape Town,3.32%,4%,548%,5291.534759,8281.002038,1795.463203
822,Instagram,8755,160238,35580,1838,76580,South America,25-34,10/18/23,11/4/23,Awareness,São Paulo,22.20%,5%,775%,3346.774777,3451.735123,1956.490101
823,Facebook,18895,876896,9784,139,39626,North America,18-24,7/13/23,7/31/23,Awareness,New York,1.12%,1%,110%,5265.356003,9930.640595,3699.003402
824,Twitter,3619,916539,18977,692,84973,South America,18-24,1/1/24,1/22/24,Conversion,São Paulo,2.07%,4%,2248%,1512.46435,1105.116485,1001.419165
825,TikTok,14939,798897,1318,748,29286,Africa,35-44,9/16/23,10/9/23,Awareness,Lagos,0.16%,57%,96%,4089.736655,8774.710298,2074.553047
826,Facebook,17691,413295,7482,1487,25066,Africa,35-44,9/19/23,9/30/23,Lead Generation,Cairo,1.81%,20%,42%,7712.861734,8699.045646,1279.092619
827,Facebook,19514,560870,36853,634,33835,South America,35-44,8/9/23,8/31/23,Lead Generation,Bogotá,6.57%,2%,73%,6256.372204,8251.24369,5006.384106
828,Facebook,6053,875053,44138,107,32846,Europe,25-34,9/29/23,10/27/23,Conversion,Paris,5.04%,0%,443%,1431.146248,3483.16019,1138.693562
829,Facebook,5882,665198,15187,277,42492,Africa,45-54,2/1/23,2/19/23,Lead Generation,Lagos,2.28%,2%,622%,1669.122335,3191.778776,1021.098888
830,LinkedIn,2694,271105,35305,1905,14432,North America,55+,2/13/23,3/5/23,Awareness,New York,13.02%,5%,436%,1289.509543,925.6627483,478.8277087
831,TikTok,9594,253173,27049,1972,94846,North America,18-24,12/29/23,1/12/24,Awareness,Toronto,10.68%,7%,889%,4135.525121,3320.118309,2138.35657
832,LinkedIn,14144,333965,32220,1620,67657,South America,18-24,4/30/23,5/7/23,Awareness,Lima,9.65%,5%,378%,2987.805083,6534.086653,4622.108265
833,Twitter,19994,140703,37307,599,28092,Africa,45-54,9/29/23,10/21/23,Conversion,Lagos,26.51%,2%,41%,4515.753788,7897.597656,7580.648556
834,Twitter,2072,710256,4696,120,46328,North America,55+,12/4/23,12/27/23,Conversion,New York,0.66%,3%,2136%,758.8626696,668.9837516,644.1535788
835,Instagram,12225,212836,32660,752,94546,Africa,55+,9/18/23,10/17/23,Conversion,Nairobi,15.35%,2%,673%,3984.890866,3764.480017,4475.629117
836,TikTok,18719,49123,14921,363,48114,South America,55+,3/28/23,4/10/23,Conversion,Bogotá,30.37%,2%,157%,3958.301803,10060.53218,4700.166016
837,TikTok,12700,981249,5556,1724,2668,Asia,25-34,2/8/23,2/10/23,Awareness,Tokyo,0.57%,31%,-79%,5206.416749,7342.603091,150.9801598
838,LinkedIn,12059,841093,41774,196,69353,Asia,55+,9/6/23,9/22/23,Conversion,Seoul,4.97%,0%,475%,5398.773943,6686.491128,-26.26507129
839,LinkedIn,14887,882920,12138,1667,90741,North America,45-54,3/8/23,3/11/23,Lead Generation,Los Angeles,1.37%,14%,510%,3276.913908,7286.189698,4323.896393
840,TikTok,12930,848591,29989,234,60848,North America,18-24,11/14/23,11/24/23,Lead Generation,New York,3.53%,1%,371%,4483.784658,5118.866482,3327.34886
841,Facebook,9811,430727,11777,1732,53971,Europe,35-44,11/30/23,12/5/23,Lead Generation,Madrid,2.73%,15%,450%,4413.030791,3189.097143,2208.872066
842,LinkedIn,17080,496998,11025,286,38195,North America,45-54,9/9/23,9/16/23,Awareness,Toronto,2.22%,3%,124%,4781.070237,9800.506716,2498.423047
843,Instagram,5541,675304,25376,736,40773,Asia,55+,3/2/23,3/31/23,Conversion,Seoul,3.76%,3%,636%,1968.646844,3018.429683,553.9234721
844,Twitter,1926,864431,9817,759,48687,Asia,25-34,6/20/23,7/15/23,Lead Generation,Tokyo,1.14%,8%,2428%,554.1769421,996.3194978,375.5035601
845,Facebook,3997,464785,14365,852,21016,Asia,45-54,12/20/23,1/3/24,Conversion,Tokyo,3.09%,6%,426%,1926.621021,1542.298269,528.0807097
846,Twitter,3563,476041,16962,647,12296,Europe,55+,6/16/23,7/10/23,Conversion,London,3.56%,4%,245%,1760.188783,1198.335628,604.4755895
847,Twitter,11123,533984,7660,1480,61341,South America,25-34,8/26/23,8/27/23,Conversion,Lima,1.43%,19%,451%,3049.756571,5840.217898,2233.02553
848,TikTok,1354,649394,47008,385,77493,Europe,25-34,11/16/23,11/22/23,Lead Generation,Paris,7.24%,1%,5623%,521.2585005,452.5639764,380.1775231
849,LinkedIn,1100,709207,20532,693,17883,Asia,35-44,12/21/23,1/3/24,Awareness,Shanghai,2.90%,3%,1526%,232.6768077,433.7472274,433.5759648
